;regiao_saude;retencao_geral
0;27010;0.6047297297297297
0;27007;0.7832324106113033
0;27004;0.5920868347338936
0;27001;0.6939714482284142
0;27005;1.3246187363834423
0;27003;1.1654411764705883
0;27009;1.5824142156862746
0;27006;0.3436819172113289
0;27008;1.471153846153846
0;27002;0.5876391096979333
0;13008;0.5292950513538749
0;13009;2.3174019607843137
0;13002;1.1550245098039216
0;13003;0.488910318225651
0;13001;0.9890080268359891
0;13005;1.1407952069716776
0;13007;0.4571339173967459
0;13004;0.3856105733432614
0;13006;1.5659603554340396
0;16001;1.3342099613568055
0;16002;1.1004901960784312
0;16003;0.9650388457269701
0;29020;0.6008499730167296
0;29004;0.433098127143234
0;29001;0.5366104483751543
0;29019;0.4834326135517499
0;29026;57.422818791946305
0;29011;0.5995872033023736
0;29002;0.7867647058823529
0;29024;0.5387178308823529
0;29006;0.5255015300918056
0;29008;0.464572192513369
0;29028;1.0707621758380772
0;29010;0.8964460784313725
0;29025;0.4939301223845243
0;29021;0.43313419117647056
0;29023;0.8517156862745099
0;29012;0.494743558580457
0;29013;0.6581664580725907
0;29007;0.6126305662451896
0;29014;0.3805398871877518
0;29027;0.42647058823529405
0;29009;0.43689166314007616
0;29022;0.933044982698962
0;29005;0.4821266968325792
0;29016;1.0664745627980923
0;29018;0.7230042016806723
0;29017;0.870157819225251
0;29003;0.6432436182019977
0;29015;0.5942877150860344
0;32004;0.7391525917297611
0;32002;0.7786877538739279
0;32005;0.8417606768734891
0;52011;0.5813219309462915
0;52004;0.7656417112299465
0;52007;0.5526018099547512
0;52001;0.6390938872489019
0;52002;0.6058607266435987
0;52009;0.6866698292220113
0;52018;2.090909090909091
0;52008;0.2533422459893048
0;52010;0.5740196078431373
0;52017;0.9835640138408306
0;52005;0.9769984917043741
0;52014;0.7809330628803246
0;52006;0.4012605042016806
0;52013;0.8909663865546219
0;52016;0.811029411764706
0;52003;0.9445701357466065
0;52012;0.797689075630252
0;52015;0.48335724533715924
0;21001;1.1036527514231498
0;21005;0.8140138408304499
0;21007;2.5432263814616753
0;21014;1.2047794117647062
0;21003;1.1726755218216318
0;21009;0.6681985294117647
0;21011;1.7127609108159394
0;21006;0.7600395927601811
0;21002;0.9336134453781513
0;21013;0.8077731092436975
0;21015;0.5687782805429864
0;21004;2.192156862745098
0;21008;2.3499742002063986
0;21018;0.5715871254162042
0;21019;0.4583333333333333
0;21012;1.6468360071301247
0;21010;0.9171303656597775
0;21017;0.4291522491349481
0;21016;1.8573529411764707
0;50004;1.165942513368984
0;50003;0.7130581148121901
0;50001;1.0995791408668731
0;50002;1.5028280542986425
0;51006;1.0874613003095974
0;51001;0.3345588235294117
0;51013;0.6737261806130902
0;51005;1.130294117647059
0;51011;1.2700980392156864
0;51007;0.814878892733564
0;51010;0.4944852941176471
0;51008;0.7505961844197139
0;51002;1.4332579185520362
0;51004;0.8095238095238095
0;51014;0.8786414565826329
0;51015;0.48235294117647054
0;51016;0.4502005347593583
0;51012;0.4772518382352941
0;51003;0.7303921568627451
0;51009;0.6324786324786326
0;22004;0.7487450509049773
0;22006;0.5890522875816994
0;22002;1.0834276018099547
0;22003;0.8376095118898623
0;22011;1.8194117647058823
0;22005;1.9786764705882351
0;22001;0.6643002028397567
0;22010;0.7097523219814242
0;22009;0.6653330449826991
0;22007;0.7266042780748663
0;22008;0.8911764705882355
0;33007;1.4455678104575165
0;33006;1.2930672268907564
0;33009;0.7428158148505304
0;33005;0.6528386672512055
0;33001;0.5500648788927336
0;33002;0.5601683151136561
0;33004;0.6467693376563224
0;33003;0.6172176899957063
0;33008;0.4907980103806229
0;11001;1.2760180995475114
0;11002;1.6905637254901962
0;11006;1.7667483660130718
0;11007;1.2291666666666667
0;11004;1.7317152524726704
0;11003;0.8106024667931688
0;11005;1.0606617647058822
0;14001;1.0139424622307938
0;14002;0.90975935828877
0;43001;0.8851253616200578
0;43013;0.4738395358143257
0;43003;0.8791248206599712
0;43015;0.6470588235294117
0;43010;1.10392556324043
0;43029;0.9169246646026831
0;43026;0.5673076923076924
0;43009;0.46197755417956654
0;43027;1.672657952069717
0;43019;0.6307544757033249
0;43022;0.548844537815126
0;43008;1.1035603715170277
0;43025;1.3075980392156865
0;43014;0.9710550887021474
0;43004;0.7545454545454546
0;43016;0.9915966386554622
0;43024;1.9669117647058822
0;43030;0.7186624649859945
0;43020;0.4373303167420814
0;43007;0.9178921568627452
0;43023;0.7840935202205882
0;43021;0.6409537705421594
0;43017;1.2944048713235294
0;43011;0.8489688979039891
0;43012;2.0476006191950464
0;43018;0.7397058823529412
0;43006;0.8594771241830066
0;43005;0.6092984068627451
0;43002;1.5980392156862744
0;43028;2.100643382352941
0;17005;0.9049773755656109
0;17001;0.6396193771626297
0;17002;0.7703005115089515
0;17003;0.8167892156862745
0;17007;0.7248217468805703
0;17008;1.8862456747404845
0;17004;1.9543067226890756
0;17006;1.228641456582633
0;12001;0.47252321981424145
0;12003;0.7324866310160427
0;12002;0.6424034110685696
0;53001;1.9776780185758511
0;31074;0.5449553239017126
0;31024;0.3366268382352941
0;31037;1.7053810160427805
0;31062;0.7117647058823529
0;31068;0.5463169642857143
0;31040;1.0254524886877827
0;31041;0.4692592592592592
0;31001;0.6266968325791856
0;31094;0.9577205882352942
0;31059;0.45767849124382576
0;31060;0.8253301320528212
0;31006;1.574346405228758
0;31035;0.4108772819472617
0;31064;0.9105392156862746
0;31075;0.44548474054106096
0;31061;0.7034976152623211
0;31070;0.5254629629629629
0;31087;0.3013591800356506
0;31058;0.6930995475113122
0;31008;0.5095907928388748
0;31021;0.5970285021224986
0;31013;0.4799335863377609
0;31023;1.8049019607843135
0;31016;0.6184733770593399
0;31017;0.5002694795195566
